Track Name,Artist,Artist URI,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity
The Funeral,Band of Horses,spotify:artist:0OdUWJ0sBjDrqHygGUXeCF,58,"chamber pop, indie folk, indie rock, indietronica, modern rock, stomp and holler",321146,2006-03-21,0
You! Me! Dancing!,Los Campesinos!,spotify:artist:6FlOCziOXI157pvUREAh3E,47,"pov: indie, welsh indie, welsh rock",405920,2008,0
Everything You Want,Vertical Horizon,spotify:artist:6Hizgjo92FnMp8wGaRUNTn,49,"neo mellow, pop rock, post-grunge",257066,1999-06-14,63
Right Hand On My Heart,The Whigs,spotify:artist:62gHwaZEtHenaB124IuOW8,18,"athens indie, nashville indie",254546,2008-01-22,0
Runaway,Hail The Villain,spotify:artist:6REqW9uKkS1f765Mzc30dL,26,,191320,2010-06-04,37
This Year,The Mountain Goats,spotify:artist:3hyGGjxu73JuzBa757H6R5,53,"anti-folk, chamber pop, folk punk, indie rock, lo-fi, melancholia, new weird america",232893,2005-05-02,0
Jumpdafuckup,Soulfly,spotify:artist:6159IBm5gLPwG4BcJXseXc,47,"alternative metal, groove metal, industrial metal, metal, nu metal, rap metal",311986,2000-01-01,58
Backwater,Meat Puppets,spotify:artist:2h9yQhKyqOMex3QFMVeq7F,43,"alternative rock, cowpunk, grunge, punk",220533,1994-01-25,57
Where Are Ü Now (with Justin Bieber),Jack Ü,spotify:artist:1HxJeLhIuegM3KgvPn8sTa,57,"edm, electro house, pop dance",250285,2015-02-24,75
Don't Speak,No Doubt,spotify:artist:0cQbJU1aAzvbEmTuljWLlF,68,"dance pop, dance rock, permanent wave, pop rock, rock",262746,2003-01-01,60
Where Is My Mind?,Pixies,spotify:artist:6zvul52xwTWzilBZl6BUbT,68,"alternative rock, boston rock, permanent wave, rock",236973,1988,0
Meat Cleaver,Brotha Lynch Hung,spotify:artist:46UxF4P7x9FUigK1O2sSsV,44,"horrorcore, sacramento hip hop, west coast rap",292087,2013-02-05,39
Screaming in the Night,Krokus,spotify:artist:4YveAIZNQZBiWbt7iWsvCa,40,"album rock, glam metal, hard rock, swiss rock",397773,1983,50
It's Real,Real Estate,spotify:artist:41SQP16hv1TioVYqdckmxT,50,"chamber pop, chillwave, dreamo, experimental pop, indie rock, indietronica, lo-fi, neo-psychedelic, new jersey indie, noise pop, shimmer pop",168493,2011-10-18,0
Blue Collar Jane,The Strypes,spotify:artist:2sShFUqcFIAZGqagNYy4om,30,garage rock,170760,2014-01-01,16
Digital Witness,St. Vincent,spotify:artist:7bcbShaqKdcyjnmv4Ix8j6,61,"art pop, etherpop, indie rock, indietronica, metropopolis, neo-synthpop",202000,2014-02-25,44
Evil With You,People In Planes,spotify:artist:0xTNdlDmxYw4nebrj7ouxk,22,"stomp pop, welsh indie",308040,2008-09-09,16
Metal Church,Metal Church,spotify:artist:0exvkfkATkqWOJgugTjJhP,37,"glam metal, melodic thrash, metal, old school thrash, speed metal, thrash metal, us power metal",302360,1984,46
All I Want,Kodaline,spotify:artist:4BxCuXFJrSWGi1KHcVqaU4,66,"irish pop, modern rock, neo mellow",305746,2013-10-08,0
Green Lady,Merchandise,spotify:artist:6naGTpITCSx3St2nZgxDuz,16,garage psych,268733,2014-08-25,0
Let's Go (feat. Twista & Lil' Jon),Trick Daddy,spotify:artist:12FHARd9fY0Tu0ila4Ua25,55,"crunk, dirty south rap, miami hip hop, southern hip hop",222200,2004-10-26,68
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",Donell Jones,spotify:artist:5KNqYrivNgVCHBssEUSu5B,53,"contemporary r&b, r&b, urban contemporary",243733,1999-05-29,65
Highway Don't Care,Tim McGraw,spotify:artist:6roFdX1y5BYSbp60OTJWMd,70,"contemporary country, country, country road",276880,2013-01-01,67
Dez Moines,The Devil Wears Prada,spotify:artist:0NbQe5CNgh4YApOCDuHSjb,55,"christian metal, christian metalcore, melodic metalcore, metalcore",243600,2009-05-04,48
Carrion,Parkway Drive,spotify:artist:159qqlGwzE04xyqpfAwRLo,60,"alternative metal, australian metalcore, melodic metalcore, metalcore, nu metal",187960,2007-10-09,60
Walking,The Dodos,spotify:artist:10tysauSA5JATqniBDu2Ed,31,"bay area indie, chamber pop, indie rock, stomp and holler",128917,2008-03-18,31
In Too Deep,Sum 41,spotify:artist:0qT79UgT5tY4yudH9VfsdT,72,"alternative metal, canadian pop punk, canadian punk, modern rock, pop punk, post-grunge, punk, rock",207093,2001-01-01,77
Losing My Religion,R.E.M.,spotify:artist:4KWTAlx2RvbpseOGMEmROg,71,"alternative rock, athens indie, permanent wave, rock",267733,1991-01-01,0
Airplanes (feat. Hayley Williams of Paramore),B.o.B,spotify:artist:5ndkK3dpZLKtBklKjxNQwT,70,"atl hip hop, dance pop, pop rap, rap, southern hip hop",180480,2010-04-27,76
Case Of The Ex (Whatcha Gonna Do),Mýa,spotify:artist:6lHL3ubAMgSasKjNqKb8HF,60,"contemporary r&b, hip pop, r&b, urban contemporary",236826,2000-01-01,58
Dance with the Devil,Immortal Technique,spotify:artist:7h8ja4JSORo2sXJPmCXRxa,51,"conscious hip hop, east coast hip hop, hardcore hip hop, harlem hip hop, political hip hop",579293,2001-09-18,0
Trying,Bully,spotify:artist:34LdbFt5sVXKTJOzf1iExQ,45,"bubblegrunge, indie punk",233133,2015-06-19,33
7 Seconds (feat. Neneh Cherry),Youssou N'Dour,spotify:artist:77zlytAFjPFjUKda8TNIDY,50,"afropop, mbalax, world",305773,2004,60
Never Catch Me,Flying Lotus,spotify:artist:29XOeO6KIWxGthejQqn793,52,"afrofuturism, alternative hip hop, electronica, escape room, experimental hip hop, glitch, glitch hop, indietronica, instrumental hip hop, intelligent dance music, jazztronica, psychedelic hip hop, wonky",234486,2014-10-06,0
The Suburbs,Mr Little Jeans,spotify:artist:0B2SlMW40Hs9mijOi1cDyf,38,"chillwave, indietronica, shimmer pop",307066,2014-01-01,47
"Archie, Marry Me",Alvvays,spotify:artist:3kzwYV3OCB010YfXMF0Avt,58,"art pop, chamber pop, dream pop, dreamo, indie pop, indie rock, noise pop, seattle indie, shoegaze, toronto indie",196560,2014-07-22,0
Forget You (feat. Clint Lowery),Digital Summer,spotify:artist:0glc9Rxc58M5zTJP0mBCGM,23,"gymcore, hard alternative",204186,2012-08-07,25
Downfall,TRUSTcompany,spotify:artist:21ALJSG7U07dShegeJQ2xA,45,"alabama metal, nu metal, post-grunge",191373,2002-01-01,0
Feel The Pain - 2007 Remastered,Dinosaur Jr.,spotify:artist:267VY6GX5LyU5c9M85ECZQ,49,"alternative rock, lo-fi, noise pop, noise rock, permanent wave, power pop",257946,2007-04-24,0
The Red,Chevelle,spotify:artist:56dO9zeHKuU5Gvfc2kxHNw,62,"alternative metal, christian rock, nu metal, post-grunge",238400,2002,74
River Of Deceit,Mad Season,spotify:artist:0T7JQxpy1Li93vLNirbv0Z,47,"alternative metal, alternative rock, blues rock, grunge, supergroup",302693,1995-03-07,53
I Wish,Carl Thomas,spotify:artist:6I6t21SFbxZ7RbQgD5dN7U,45,"contemporary r&b, r&b, urban contemporary",228506,2000-04-18,56
Land Of Gathering,The Ceremonies,spotify:artist:6RXXWho8kNQtLbhoxeH8WZ,6,la indie,313080,2013-01-01,19
California,Delta Spirit,spotify:artist:1xVWSPiw5B0OduIC0DSu3V,38,"modern folk rock, piano rock, stomp and holler",219520,2012-01-01,46
When Your Heart Stops Beating,+44,spotify:artist:7gkRNHOOt7QfhhXf0rEnmj,48,pop punk,192786,2006-01-01,58
The Boys Are Back In Town,Thin Lizzy,spotify:artist:6biWAmrHyiMkX49LkycGqQ,60,"album rock, blues rock, classic rock, glam metal, hard rock, irish rock, metal, rock",266720,1976,75
Breathe Into Me,Red,spotify:artist:01crEa9G3pNpXZ5m7wuHOk,53,"alternative metal, christian alternative rock, christian rock, post-grunge",214373,2006-06-06,56
Round and Round,Ratt,spotify:artist:3tufWJzpCiAGleBt5TkmTn,55,"album rock, glam metal, hard rock",265893,1984-02-14,41
California Dreamin' - Single Version,The Mamas & The Papas,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,67,"classic rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock, sunshine pop",162373,1966-03,81
(They Long To Be) Close To You,Carpenters,spotify:artist:1eEfMU2AhEo7XnKgL7c304,66,"adult standards, mellow gold, soft rock",276000,1970-01-01,0
Fascination,Alphabeat,spotify:artist:7Defmv25Kj9knpobhHIghm,40,"europop, metropopolis",182120,2008-01-01,58
The Boys Of Summer,Don Henley,spotify:artist:5dbuFbrHa1SJlQhQX9OUJ2,62,"album rock, classic rock, heartland rock, mellow gold, singer-songwriter, soft rock, yacht rock",288733,1984-11-19,79
The Saw Is the Law,Whitechapel,spotify:artist:5274obTQJjzjyycRyJlfml,49,"deathcore, melodic metalcore, metalcore, nu metal, tennessee metal",267613,2014-05-27,52
Summer Breeze,Seals and Crofts,spotify:artist:6jdObwsrIjSRnBbMw6lPBj,54,"album rock, classic rock, folk rock, mellow gold, singer-songwriter, soft rock, yacht rock",205480,1977-10-11,64
Baby Blue - Remastered 2010,Badfinger,spotify:artist:4pJCawaKSZ40EnxN0YEYw3,51,"album rock, beatlesque, classic rock, country rock, folk rock, heartland rock, jangle pop, mellow gold, power pop, psychedelic rock, singer-songwriter, soft rock",217346,1971-12-13,63
Diamonds,The Boxer Rebellion,spotify:artist:7DEseTqRODmSu3C7jxCHl5,40,indie rock,242773,2013-05-14,30
Give It Up! Give It Up!,His Statue Falls,spotify:artist:0hqPo5hQ2BCODdxzlC9en5,17,"german metalcore, trancecore",231986,2010-02-26,25
Lovefool - Radio Edit,The Cardigans,spotify:artist:1tqZaCwM57UFKjWoYwMLrw,67,"lilith, new wave pop, permanent wave, pop rock, swedish pop",193893,1996-09-17,0
Marathon,Tennis,spotify:artist:1ybAN3utgdoUL1MUCtH4QM,49,"art pop, chamber pop, chillwave, denver indie, indie pop, indie rock, indie surf, shimmer pop",165466,2011-01-11,0
Budapest,George Ezra,spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j,72,"folk-pop, neo-singer-songwriter",200733,2015-01-20,0
Dark Again,Gold Fields,spotify:artist:3kJeINOSExu0ctySTaMu6Q,16,australian indie,280439,2013-01-01,24
Better Place,Saint Asonia,spotify:artist:6Fwq3TDWpMhcL1KTKVQiI8,49,"alternative metal, post-grunge",215466,2015-07-31,45
Unstoppable,Charm City Devils,spotify:artist:6oGScNAdDsfnfY0N4y0Zls,26,,200053,2012-07-31,0
After Lifeless Years,Sylosis,spotify:artist:2RiGIRDi4GoJpDbjDnPVJl,44,"groove metal, melodic death metal, melodic metalcore",297093,2009-01-27,0
Counting Blue Cars (Tell Me Your Thoughts On God),Dishwalla,spotify:artist:6F3NW2aC9Sni1FH7QPSLvw,45,"pop rock, post-grunge",291906,1995-01-01,59
District of Misery,Oceano,spotify:artist:79A0IUxQD9skV7LVjPq53s,35,"deathcore, djent, melodic metalcore, metalcore",194653,2009-08-18,42
Let Go,Everest,spotify:artist:4mJrs9aeKBzoQbcdJTJTOz,10,,251080,2010-05-10,24
Mexican Radio,Wall Of Voodoo,spotify:artist:6zPcUezmkw9aGjoRlBxYxw,33,"new wave, synthpop",248866,1982-01-01,40
Shapeshifter (feat. Styles of Beyond),Celldweller,spotify:artist:4BKyei61gtyDFxlKhcvBJJ,50,"future rock, industrial metal, industrial rock",217226,2003-02-11,56
Fake It,Seether,spotify:artist:6B5c4sch27tWHAGdarpPaW,67,"alternative metal, nu metal, post-grunge, south african rock",193893,2007-01-01,76
Cold,Crossfade,spotify:artist:4IR8ZkpbyyKrqsIzchF3NB,58,"alternative metal, nu metal, post-grunge",194226,2004-04-13,74
Bleed,Meshuggah,spotify:artist:3ggwAqZD3lyT2sbovlmfQY,53,"alternative metal, djent, groove metal, metal, nu metal, progressive groove metal, swedish metal, technical groove metal, technical thrash",442758,2008-03-11,0
Dumb,KOPPS,spotify:artist:3weGdWrlXcB3pcoctU1BDK,36,"gauze pop, rochester ny indie",155346,2015-01-19,41
Wannabe,Spice Girls,spotify:artist:0uq5PttqEjj3IH1bzwcrXF,66,"dance pop, girl group, pop",173026,1996-01-01,82
Wage Slaves,All Shall Perish,spotify:artist:7GkGdNLPzWw4e6ctwKvI2x,39,"deathcore, melodic deathcore, melodic metalcore, metalcore",224333,2006-08-04,0
Smooth Criminal,Alien Ant Farm,spotify:artist:6TZdvF1kFzwnQLgHQynzsO,58,"alternative metal, funk metal, nu metal, post-grunge",209266,2001-01-01,77
Eyes Behind The Wall,Orchid,spotify:artist:0ruvhGLVp5XtTLHeDRBSBH,27,"doom metal, psychedelic doom, retro metal, stoner metal, stoner rock",433706,2011-02-15,0
Stare Into The Sun,Graffiti6,spotify:artist:45q5PZHs50HeLBDRgio4GQ,28,,236826,2010,31
You Rascal You,Hanni El Khatib,spotify:artist:1HCdPZB0ypEcpDo4T55sMi,37,"bay area indie, garage rock, garage rock revival, modern blues rock",141093,2011-09-27,0
Let's Get Dirty (I Can't Get In Da Club),Redman,spotify:artist:7xTKLpo7UCzXSnlH7fOIoM,62,"east coast hip hop, hardcore hip hop, new jersey rap, wu fam",235533,2001-05-22,40
Headlights,Morning Parade,spotify:artist:6IQkN7kM66NACkh1RMGihG,24,piano rock,208394,2012-02-03,27
Young Folks,Peter Bjorn and John,spotify:artist:6u11Qbko2N2hP4lTBYjX86,59,"alternative dance, baroque pop, dance-punk, indie rock, modern rock, new rave, swedish alternative rock, swedish indie pop",279026,2007-02-20,0
Revival,Deerhunter,spotify:artist:38zTZcuN7nFvVJ6auhc6V3,44,"alternative rock, art pop, atlanta indie, dream pop, experimental rock, indie rock, lo-fi, neo-psychedelic, neo-synthpop, noise pop, noise rock, shoegaze",133666,2010-09-27,0
How Deep Is Your Love?,The Rapture,spotify:artist:166Dz1GX3xonSQ3Z6CQW26,42,"alternative dance, dance-punk, electrofox, electronica, indie rock, neo-synthpop, new rave",387640,2011-09-06,18
Still Life,The Horrors,spotify:artist:7EFB09NxZrMi9pGlOnuBpd,40,"alternative dance, deep gothic post-punk, essex indie, garage rock, grave wave, indie rock, indietronica, modern rock, neo-synthpop, new rave, noise pop, nu gaze, shoegaze",321133,2011-08-09,0
Naked Eye,Luscious Jackson,spotify:artist:1EcRE2Nnqg2spdn2otakhg,34,"alternative pop, lilith",280693,1996-01-01,51
You're Going Down,Sick Puppies,spotify:artist:7qAcXJgt1PWnxwUgxMdyuk,55,"alternative metal, nu metal, post-grunge",187346,2010-01-01,68
Immortal,Eve To Adam,spotify:artist:3TAuvixByrl46lX0uwygkg,22,"gymcore, hard alternative",205145,2013-09-17,35
Atlas,Battles,spotify:artist:3EMSpwRtkvUTxfB4aS5xnA,33,"experimental pop, experimental rock, instrumental math rock, math rock, noise pop, post-rock",427200,2007-05-14,0
You Can Call Me Al,Paul Simon,spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,66,"classic rock, folk, folk rock, mellow gold, permanent wave, rock, singer-songwriter, soft rock",280000,1986-08-12,77
The Whip,Locksley,spotify:artist:5RNwd3Bm5pgaERdZcBr7om,23,modern power pop,186186,2011-07-12,32
Ho Hey,The Lumineers,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,76,"folk-pop, modern rock, neo mellow, stomp and holler",163133,2012-04-03,81
Ignition (Remix),R. Kelly,spotify:artist:2mxe0TnaNL039ysAj51xPQ,65,,187733,2003-09-11,0
A New Beginning,Threat Signal,spotify:artist:12YY9wgi8ufdP5iw8RggVO,27,"canadian metal, canadian metalcore, cyber metal, groove metal, melodic death metal, melodic metalcore",266422,2006-08-15,0
Take It Off,The Donnas,spotify:artist:2c0qomdZabcCyqTZ5M9msd,38,"candy pop, glam punk",161999,2003-04-01,51
Right Now,SR-71,spotify:artist:7fTcs8dn9y6XuB2IqZMzBq,43,,167200,2000-06-20,61
Pirates 2009,Bullets And Octane,spotify:artist:6Ku6HNSfgFrk2c3KIlf2j9,36,,138000,2009-10-06,42
The Next Episode,Dr. Dre,spotify:artist:6DPYiyq5kWVQS4RGwxzPC7,78,"g funk, gangster rap, hip hop, rap, west coast rap",161506,1999-11-16,82
I Wanna Get Better,Bleachers,spotify:artist:2eam0iDomRHGBypaDQLwWI,68,"indie pop, indie poptimism, modern rock, pov: indie",204520,2014-07-14,65
Pepper,Butthole Surfers,spotify:artist:62BcWP4fzR8axESibNQEhs,49,"alternative rock, experimental rock, grunge, noise rock, psychedelic punk, punk",297266,1996-01-01,64
Wake the Dead,Comeback Kid,spotify:artist:67f7GZXNMGRn98lqrtIdrN,45,"canadian hardcore, canadian punk, hardcore punk, melodic hardcore, melodic metalcore, modern melodic hardcore, skate punk",197226,2005,0
I Need My Girl,The National,spotify:artist:2cCUtGK9sDU2EoElnk0GNB,65,"chamber pop, indie folk, indie rock, indietronica, modern rock",245240,2013-05-27,0
The Wire,HAIM,spotify:artist:4Ui2kfOqGujY81UcPrb5KE,63,"indietronica, metropopolis",245293,2013-09-30,59
Kids,MGMT,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,73,"alternative rock, indie rock, indietronica, modern rock, rock",302840,2007-12-14,80
Loud Pipes,Ratatat,spotify:artist:57dN52uHvrHOxijzpIgu3E,63,"brooklyn indie, indietronica",226533,2006-08-22,0
Kickstart My Heart,Mötley Crüe,spotify:artist:0cc6vw3VN8YlIcvr1v7tBL,69,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock",282653,1989,1
1957,Milo Greene,spotify:artist:5euJsEvfrlfhYDorMR40OF,41,"la indie, metropopolis, shimmer pop, stomp and holler",204213,2012-07-16,58
Move Your Feet,Junior Senior,spotify:artist:7xNPROyVfkH4mcIxxCxySm,51,danish pop,181906,2003-07-25,51
Need You Tonight,INXS,spotify:artist:1eClJfHLoDI4rZe5HxzBFv,67,"australian rock, dance rock, funk rock, new romantic, new wave, rock",180517,1987,68
New Slang,The Shins,spotify:artist:4LG4Bs1Gadht7TCrMytQUO,60,"albuquerque indie, alternative rock, canadian indie, chamber pop, indie pop, indie rock, modern rock, portland indie, seattle indie, stomp and holler",231173,2001-06-19,0
I Know What I Am,Band Of Skulls,spotify:artist:4ddt8PPvmWrI9mJQy1VrIG,45,"garage rock, garage rock revival, modern blues rock, punk blues, southampton indie",198000,2009,0
Like a Rolling Stone,Bob Dylan,spotify:artist:74ASZWbe4lXaubB36ztrGX,69,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter",369600,1965-08-30,70
Corona,Minutemen,spotify:artist:0z6zRFzl5njXWLVAisXQBz,44,"alternative rock, experimental rock, hardcore punk, no wave, post-hardcore, post-punk, punk",145533,1984-07-24,51
Sunburn,Diamond Youth,spotify:artist:6FGj0pMA2XWJvgmNBQxR44,12,,177126,2012-04-15,20
Two Weeks,FKA twigs,spotify:artist:6nB0iY1cjSY1KyhYyuIIKH,58,"afrofuturism, alternative r&b, art pop, escape room, experimental r&b, trip hop",247547,2014-08-12,0
Letters From The Sky,Civil Twilight,spotify:artist:6i4aN0I3l7uldsLTjbZOF8,33,"cape town indie, piano rock, south african rock",275040,2010-04-13,0
Silhouettes,Colony House,spotify:artist:6R664N4cEza3eORSqKSgO4,48,"hopebeat, indie rockism, indiecoustica",177773,2014-07-22,0
Be Gone Dull Cage,Kiev,spotify:artist:5H4xnuNXffgHtLO48AHOnP,22,shimmer pop,378893,2011-10-15,31
Midnight City,M83,spotify:artist:63MQldklfxkjYDoUE4Tppz,68,"french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop",241440,2011,73
Books From Boxes,Maximo Park,spotify:artist:048FBwXjFYBWxSggPDipic,45,"britpop, newcastle indie, scottish rock",208653,2007-04-01,0
Song For Zula,Phosphorescent,spotify:artist:57kIMCLPgkzQlXjblX7XXP,50,"alternative americana, chamber pop, countrygaze, indie folk, indie rock, stomp and holler, swedish americana",370200,2013-03-15,0
Breaking the Law,Judas Priest,spotify:artist:2tRsMl4eGxwoNabM08Dm4I,66,"album rock, alternative metal, birmingham metal, glam metal, hard rock, metal, rock",153840,1980,73
I Love a Rainy Night,Eddie Rabbitt,spotify:artist:0jgAONnsHxrwAlhkMUVS78,51,"classic country pop, country, country rock, mellow gold, soft rock",191066,1991,64
The Format,AZ,spotify:artist:7HqrSDuI9lHuH1CDismTFg,54,"alternative hip hop, hardcore hip hop, hip hop",183440,2007-10-09,0
Dancing on Nails,We Are Harlot,spotify:artist:2Gf3bDVBECfT7UCU3XcvlD,23,modern hard rock,160173,2015-03-27,31
Black Betty - Edit,Spiderbait,spotify:artist:6P7kkhED6EPrfoZuxz20Fo,52,"australian alternative rock, australian rock",205973,2004-03-29,69
Sedona,Houndmouth,spotify:artist:7EGwUS3c5dXduO4sMyLWC5,54,"indie folk, modern folk rock, new americana, stomp and holler",239880,2015-03-17,0
Get Lost,The Babies,spotify:artist:1ZFl1BJzJDj3SdxLD4P48Z,28,"garage pop, indie garage rock, noise pop",198992,2012-11-13,32
Loco,Coal Chamber,spotify:artist:69k6uTSZMPLpSnhmLCiKxQ,46,"alternative metal, industrial metal, nu metal, rap metal, rap rock",254693,1997-01-01,0
Everybody Loves The Sunshine,Takuya Kuroda,spotify:artist:4DbVGBurfbrdLW2ZwfwdmP,38,"contemporary jazz, indie jazz, japanese jazz",565502,2014-01-01,51
Thinkin Bout You,Frank Ocean,spotify:artist:2h93pZq0e7k5yf4dywlkpM,84,"lgbtq+ hip hop, neo soul",200746,2012-07-10,86
Living In America,DoM,spotify:artist:3GITSnQeNqTARaxl2tX6Us,16,worcester ma indie,186946,2010-01-01,31
Hollaback Girl,Gwen Stefani,spotify:artist:4yiQZ8tQPux8cPriYMWUFP,71,"dance pop, pop",199906,2004-10-27,0
Between Us & Them,Moving Units,spotify:artist:59jgbUCd3zllD0HpxgPQBJ,22,"dance-punk, la indie",208880,2003-02-04,21
Salad Days,Mac DeMarco,spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM,78,"edmonton indie, lo-fi indie, pov: indie",145893,2014-04-01,0
Lay Down,Priestess,spotify:artist:3RxjSLIz5osqOhGarH9lFV,38,"canadian metal, canadian rock, retro metal",185800,2006-06-13,53
The Only,Static-X,spotify:artist:7JDSHlDdVTo7aZKdQZ53Vf,56,"alternative metal, industrial metal, industrial rock, nu metal, post-grunge, rap metal",171106,2003-10-07,64
Fancy,Reba McEntire,spotify:artist:02rd0anEWfMtF7iMku9uor,60,"classic oklahoma country, contemporary country, country, country dawn, country road",299733,1990-01-01,68
No Excuses,Air France,spotify:artist:0jHgg7rmAGl9qLcHHId2Cq,18,"balearic, gothenburg indie",242746,2008-06-04,0
Do You,Spoon,spotify:artist:0K1q0nXQ8is36PzOKAMbNe,55,"alternative rock, austindie, indie rock, modern rock",212653,2014-08-05,51
Three Little Pigs,Green Jelly,spotify:artist:6dyxkRwYuTw6ezj1tjC2rY,33,"comic metal, funk metal",353640,1993-02-25,50
Sister,The Nixons,spotify:artist:5n3dkXwwvC1w42hp5U0Qxq,26,post-grunge,268800,1995-01-01,43
Dancing In the Dark,Bruce Springsteen,spotify:artist:3eqjTLE0HfPfh78zjh6TqT,74,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",241306,1984-06-04,83
Que Sera,Wax Tailor,spotify:artist:3qwxSif06Qwzykdln8ZGfG,53,"electronica, hip-hop experimental, nu jazz, trip hop",164093,2005,0
